live_url,live_path,demo_path,section,slug,title,in_sitemap,in_scrape,action,note
https://zorgtech.com/realizovanye-proekty/avtomatizatsiya-promyshlennykh-protsessov-v-mezhdunarodnoy-zolotodobyvayushchey-kompanii-nordgold/,/realizovanye-proekty/avtomatizatsiya-promyshlennykh-protsessov-v-mezhdunarodnoy-zolotodobyvayushchey-kompanii-nordgold/,/realizovanye-proekty/avtomatizatsiya-promyshlennykh-protsessov-v-mezhdunarodnoy-zolotodobyvayushchey-kompanii-nordgold,project,avtomatizatsiya-promyshlennykh-protsessov-v-mezhdunarodnoy-zolotodobyvayushchey-kompanii-nordgold,Автоматизация промышленных процессов в международной золотодобывающей компании Nordgold,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/interaktivnaya-navigatsiya-po-ramenskomu-gorodskomu-parku/,/realizovanye-proekty/interaktivnaya-navigatsiya-po-ramenskomu-gorodskomu-parku/,/realizovanye-proekty/interaktivnaya-navigatsiya-po-ramenskomu-gorodskomu-parku,project,interaktivnaya-navigatsiya-po-ramenskomu-gorodskomu-parku,Интерактивная навигация по Раменскому городскому парку,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/interaktivnye-kioski-v-telemeditsine-dlya-neftyanykh-i-gazovykh-mestorozhdeniy/,/realizovanye-proekty/interaktivnye-kioski-v-telemeditsine-dlya-neftyanykh-i-gazovykh-mestorozhdeniy/,/realizovanye-proekty/interaktivnye-kioski-v-telemeditsine-dlya-neftyanykh-i-gazovykh-mestorozhdeniy,project,interaktivnye-kioski-v-telemeditsine-dlya-neftyanykh-i-gazovykh-mestorozhdeniy,Интерактивные киоски в телемедицине для нефтяных и газовых месторождений.,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/interaktivnyy-proekt-k-godovshchine-otkrytiya-mtsd-v-g-moskva/,/realizovanye-proekty/interaktivnyy-proekt-k-godovshchine-otkrytiya-mtsd-v-g-moskva/,/realizovanye-proekty/interaktivnyy-proekt-k-godovshchine-otkrytiya-mtsd-v-g-moskva,project,interaktivnyy-proekt-k-godovshchine-otkrytiya-mtsd-v-g-moskva,Интерактивный проект к годовщине открытия МЦД в г. Москва,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/kak-my-razgruzili-sluzhbu-okhrany-truda-terminaly-dlya-obucheniya-i-kontrolya/,/realizovanye-proekty/kak-my-razgruzili-sluzhbu-okhrany-truda-terminaly-dlya-obucheniya-i-kontrolya/,/realizovanye-proekty/kak-my-razgruzili-sluzhbu-okhrany-truda-terminaly-dlya-obucheniya-i-kontrolya,project,kak-my-razgruzili-sluzhbu-okhrany-truda-terminaly-dlya-obucheniya-i-kontrolya,"Как мы разгрузили службу охраны труда, терминалы для обучения и контроля",no,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/kompleksnoe-osnashchenie-rabochikh-mest-interaktivnymi-kioskami-na-zavodakh-ao-silovye-mashiny/,/realizovanye-proekty/kompleksnoe-osnashchenie-rabochikh-mest-interaktivnymi-kioskami-na-zavodakh-ao-silovye-mashiny/,/realizovanye-proekty/kompleksnoe-osnashchenie-rabochikh-mest-interaktivnymi-kioskami-na-zavodakh-ao-silovye-mashiny,project,kompleksnoe-osnashchenie-rabochikh-mest-interaktivnymi-kioskami-na-zavodakh-ao-silovye-mashiny,Комплексное оснащение рабочих мест интерактивными киосками на заводах АО «Силовые машины»,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/masshtabnyy-proekt-po-osnashcheniyu-novykh-poliklinik-g-moskvy-beskontaktnymi-dezinfektorami-i-inter/,/realizovanye-proekty/masshtabnyy-proekt-po-osnashcheniyu-novykh-poliklinik-g-moskvy-beskontaktnymi-dezinfektorami-i-inter/,/realizovanye-proekty/masshtabnyy-proekt-po-osnashcheniyu-novykh-poliklinik-g-moskvy-beskontaktnymi-dezinfektorami-i-inter,project,masshtabnyy-proekt-po-osnashcheniyu-novykh-poliklinik-g-moskvy-beskontaktnymi-dezinfektorami-i-inter,Масштабный проект по оснащению новых поликлиник г. Москвы бесконтактными дезинфекторами и интерактивными столами,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/novye-standarty-bankovskogo-obsluzhivaniya/,/realizovanye-proekty/novye-standarty-bankovskogo-obsluzhivaniya/,/realizovanye-proekty/novye-standarty-bankovskogo-obsluzhivaniya,project,novye-standarty-bankovskogo-obsluzhivaniya,Новые стандарты банковского обслуживания,no,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/obespechenie-beskontaktnymi-dezinfektorami-obrazovatelnykh-uchrezhdeniy/,/realizovanye-proekty/obespechenie-beskontaktnymi-dezinfektorami-obrazovatelnykh-uchrezhdeniy/,/realizovanye-proekty/obespechenie-beskontaktnymi-dezinfektorami-obrazovatelnykh-uchrezhdeniy,project,obespechenie-beskontaktnymi-dezinfektorami-obrazovatelnykh-uchrezhdeniy,Обеспечение бесконтактными дезинфекторами образовательных учреждений,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/sozdanie-bezopasnogo-dostupa-k-korporativnomu-portalu-kompanii-akrikhin-na-sensornykh-kioskakh-chere/,/realizovanye-proekty/sozdanie-bezopasnogo-dostupa-k-korporativnomu-portalu-kompanii-akrikhin-na-sensornykh-kioskakh-chere/,/realizovanye-proekty/sozdanie-bezopasnogo-dostupa-k-korporativnomu-portalu-kompanii-akrikhin-na-sensornykh-kioskakh-chere,project,sozdanie-bezopasnogo-dostupa-k-korporativnomu-portalu-kompanii-akrikhin-na-sensornykh-kioskakh-chere,Создание безопасного доступа к корпоративному порталу компании Акрихин на сенсорных киосках через защищенный браузер,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/sozdanie-interaktivnoy-ekspozitsii-muzeya-gosudareva-doroga-v-khramovom-komplekse-zavidovo/,/realizovanye-proekty/sozdanie-interaktivnoy-ekspozitsii-muzeya-gosudareva-doroga-v-khramovom-komplekse-zavidovo/,/realizovanye-proekty/sozdanie-interaktivnoy-ekspozitsii-muzeya-gosudareva-doroga-v-khramovom-komplekse-zavidovo,project,sozdanie-interaktivnoy-ekspozitsii-muzeya-gosudareva-doroga-v-khramovom-komplekse-zavidovo,"Создание интерактивной экспозиции музея ""Государева Дорога"" в храмовом комплексе ""Завидово""",yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/6-povyshenie-loyalnosti-klientov-v-ofisakh-prodazh-obektov-nedvizhimosti-kompanii-mr-group/,/realizovanye-proekty/6-povyshenie-loyalnosti-klientov-v-ofisakh-prodazh-obektov-nedvizhimosti-kompanii-mr-group/,/realizovanye-proekty/6-povyshenie-loyalnosti-klientov-v-ofisakh-prodazh-obektov-nedvizhimosti-kompanii-mr-group,project,6-povyshenie-loyalnosti-klientov-v-ofisakh-prodazh-obektov-nedvizhimosti-kompanii-mr-group,Повышение лояльности клиентов в офисах продаж объектов недвижимости компании MR Group,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/gid-uchashchegosya-dlya-uchilishcha-olimpiyskogo-rezerva/,/realizovanye-proekty/gid-uchashchegosya-dlya-uchilishcha-olimpiyskogo-rezerva/,/realizovanye-proekty/gid-uchashchegosya-dlya-uchilishcha-olimpiyskogo-rezerva,project,gid-uchashchegosya-dlya-uchilishcha-olimpiyskogo-rezerva,Гид Учащегося для училища олимпийского резерва в Ярославле,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/gruppa-gaz/,/realizovanye-proekty/gruppa-gaz/,/realizovanye-proekty/gruppa-gaz,project,gruppa-gaz,Автоматизация кадрового учета в «Группе ГАЗ»,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/informatsionnye-kioski-dlya-tsentralnogo-ofisa-kompanii-rostelekom-/,/realizovanye-proekty/informatsionnye-kioski-dlya-tsentralnogo-ofisa-kompanii-rostelekom-/,/realizovanye-proekty/informatsionnye-kioski-dlya-tsentralnogo-ofisa-kompanii-rostelekom-,project,informatsionnye-kioski-dlya-tsentralnogo-ofisa-kompanii-rostelekom-,Информационные киоски для центрального офиса компании Ростелеком,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/interaktivnaya-navigatsiya-v-mebelnom-torgovom-komplekse-grand/,/realizovanye-proekty/interaktivnaya-navigatsiya-v-mebelnom-torgovom-komplekse-grand/,/realizovanye-proekty/interaktivnaya-navigatsiya-v-mebelnom-torgovom-komplekse-grand,project,interaktivnaya-navigatsiya-v-mebelnom-torgovom-komplekse-grand,Интерактивная навигация в мебельном торговом комплексе Гранд,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/interaktivnye-kioski-dlya-programmy-loyalnosti-v-federalnoy-seti-supermarketov-essen/,/realizovanye-proekty/interaktivnye-kioski-dlya-programmy-loyalnosti-v-federalnoy-seti-supermarketov-essen/,/realizovanye-proekty/interaktivnye-kioski-dlya-programmy-loyalnosti-v-federalnoy-seti-supermarketov-essen,project,interaktivnye-kioski-dlya-programmy-loyalnosti-v-federalnoy-seti-supermarketov-essen,Интерактивные киоски для программы лояльности в федеральной сети супермаркетов Эссен,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/interaktivnye-terminaly-dlya-korporativnogo-universiteta-trubnoy-metallurgicheskoy-kompanii/,/realizovanye-proekty/interaktivnye-terminaly-dlya-korporativnogo-universiteta-trubnoy-metallurgicheskoy-kompanii/,/realizovanye-proekty/interaktivnye-terminaly-dlya-korporativnogo-universiteta-trubnoy-metallurgicheskoy-kompanii,project,interaktivnye-terminaly-dlya-korporativnogo-universiteta-trubnoy-metallurgicheskoy-kompanii,Интерактивные терминалы для корпоративного университета Трубной металлургической компании ТМК2U,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/interaktivnyy-katalog-v-seti-magazinov-bronnitskiy-yuvelir/,/realizovanye-proekty/interaktivnyy-katalog-v-seti-magazinov-bronnitskiy-yuvelir/,/realizovanye-proekty/interaktivnyy-katalog-v-seti-magazinov-bronnitskiy-yuvelir,project,interaktivnyy-katalog-v-seti-magazinov-bronnitskiy-yuvelir,Интерактивный каталог в сети магазинов «Бронницкий ювелир»,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/onlayn-portal-mezhdu-moskvoy-i-tuloy/,/realizovanye-proekty/onlayn-portal-mezhdu-moskvoy-i-tuloy/,/realizovanye-proekty/onlayn-portal-mezhdu-moskvoy-i-tuloy,project,onlayn-portal-mezhdu-moskvoy-i-tuloy,Онлайн портал между Москвой и Тулой,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/sensornye-terminaly-dlya-zavodov-henkel-v-rossii/,/realizovanye-proekty/sensornye-terminaly-dlya-zavodov-henkel-v-rossii/,/realizovanye-proekty/sensornye-terminaly-dlya-zavodov-henkel-v-rossii,project,sensornye-terminaly-dlya-zavodov-henkel-v-rossii,Сенсорные терминалы для заводов Henkel в России,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/terminal-dlya-avtomatizatsii-proizvodstva-fabriki-donskoy-tabak/,/realizovanye-proekty/terminal-dlya-avtomatizatsii-proizvodstva-fabriki-donskoy-tabak/,/realizovanye-proekty/terminal-dlya-avtomatizatsii-proizvodstva-fabriki-donskoy-tabak,project,terminal-dlya-avtomatizatsii-proizvodstva-fabriki-donskoy-tabak,"Терминалы для автоматизации производства фабрики ""Донской табак""",yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/ulichnye-sensornye-terminaly-s-turisticheskim-gidom-dlya-tuly/,/realizovanye-proekty/ulichnye-sensornye-terminaly-s-turisticheskim-gidom-dlya-tuly/,/realizovanye-proekty/ulichnye-sensornye-terminaly-s-turisticheskim-gidom-dlya-tuly,project,ulichnye-sensornye-terminaly-s-turisticheskim-gidom-dlya-tuly,Уличные сенсорные терминалы с туристическим гидом в Туле,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/akademiya-tsifrovykh-tekhnologiy-g-sankt-peterburg/,/realizovanye-proekty/akademiya-tsifrovykh-tekhnologiy-g-sankt-peterburg/,/realizovanye-proekty/akademiya-tsifrovykh-tekhnologiy-g-sankt-peterburg,project,akademiya-tsifrovykh-tekhnologiy-g-sankt-peterburg,"Академия цифровых технологий, г. Санкт-Петербург",yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/interaktivnaya-navigatsiya-dlya-mtk-5-planet-moskva/,/realizovanye-proekty/interaktivnaya-navigatsiya-dlya-mtk-5-planet-moskva/,/realizovanye-proekty/interaktivnaya-navigatsiya-dlya-mtk-5-planet-moskva,project,interaktivnaya-navigatsiya-dlya-mtk-5-planet-moskva,"Интерактивная навигация для МТК 5 Планет, Москва",yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/kioski-dlya-mezhdunarodnogo-meditsinskogo-klastera-skolkovo/,/realizovanye-proekty/kioski-dlya-mezhdunarodnogo-meditsinskogo-klastera-skolkovo/,/realizovanye-proekty/kioski-dlya-mezhdunarodnogo-meditsinskogo-klastera-skolkovo,project,kioski-dlya-mezhdunarodnogo-meditsinskogo-klastera-skolkovo,Киоски для Международного медицинского кластера Сколково,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/muzey-sobranie-i-interaktivnye-stoly-zorgtech/,/realizovanye-proekty/muzey-sobranie-i-interaktivnye-stoly-zorgtech/,/realizovanye-proekty/muzey-sobranie-i-interaktivnye-stoly-zorgtech,project,muzey-sobranie-i-interaktivnye-stoly-zorgtech,"Музей ""Собрание"" и интерактивные столы Zorgtech",yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/nash-novyy-klient-park-zaryade/,/realizovanye-proekty/nash-novyy-klient-park-zaryade/,/realizovanye-proekty/nash-novyy-klient-park-zaryade,project,nash-novyy-klient-park-zaryade,"Наш новый клиент - Парк ""Зарядье""",yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/navigatsiya-dlya-aeroportov-krasnodara-i-anapy/,/realizovanye-proekty/navigatsiya-dlya-aeroportov-krasnodara-i-anapy/,/realizovanye-proekty/navigatsiya-dlya-aeroportov-krasnodara-i-anapy,project,navigatsiya-dlya-aeroportov-krasnodara-i-anapy,Навигация для аэропортов Краснодара и Анапы,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/novaya-model-sensornogo-stola-dlya-oiyai/,/realizovanye-proekty/novaya-model-sensornogo-stola-dlya-oiyai/,/realizovanye-proekty/novaya-model-sensornogo-stola-dlya-oiyai,project,novaya-model-sensornogo-stola-dlya-oiyai,Новая модель сенсорного стола для ОИЯИ,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/novyy-shag-v-razvitii-kioski-dlya-fitnes-industrii/,/realizovanye-proekty/novyy-shag-v-razvitii-kioski-dlya-fitnes-industrii/,/realizovanye-proekty/novyy-shag-v-razvitii-kioski-dlya-fitnes-industrii,project,novyy-shag-v-razvitii-kioski-dlya-fitnes-industrii,Новый шаг в развитии - киоски для фитнес-индустрии,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/terminal-dlya-prodazhi-biletov-v-kinoteatre/,/realizovanye-proekty/terminal-dlya-prodazhi-biletov-v-kinoteatre/,/realizovanye-proekty/terminal-dlya-prodazhi-biletov-v-kinoteatre,project,terminal-dlya-prodazhi-biletov-v-kinoteatre,Терминал для продажи билетов в кинотеатре,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/ulichnyy-sensornyy-terminal-dlya-dom-russkogo-zarubezhya-imeni-aleksandra-solzhenitsyna/,/realizovanye-proekty/ulichnyy-sensornyy-terminal-dlya-dom-russkogo-zarubezhya-imeni-aleksandra-solzhenitsyna/,/realizovanye-proekty/ulichnyy-sensornyy-terminal-dlya-dom-russkogo-zarubezhya-imeni-aleksandra-solzhenitsyna,project,ulichnyy-sensornyy-terminal-dlya-dom-russkogo-zarubezhya-imeni-aleksandra-solzhenitsyna,Музейый Гид на уличном терминале для Дома русского зарубежья имени Александра Солженицына,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/zhk-novye-vatutinki-novye-tekhnologii/,/realizovanye-proekty/zhk-novye-vatutinki-novye-tekhnologii/,/realizovanye-proekty/zhk-novye-vatutinki-novye-tekhnologii,project,zhk-novye-vatutinki-novye-tekhnologii,"ЖК ""Новые Ватутинки"" - новые технологии продаж",yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/zorgtech-i-mercedes-dlya-tekh-kto-vybiraet-luchshee/,/realizovanye-proekty/zorgtech-i-mercedes-dlya-tekh-kto-vybiraet-luchshee/,/realizovanye-proekty/zorgtech-i-mercedes-dlya-tekh-kto-vybiraet-luchshee,project,zorgtech-i-mercedes-dlya-tekh-kto-vybiraet-luchshee,"Zorgtech и Mercedes - для тех, кто выбирает лучшее!",yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/interaktivnye-proekty-sovmestno-s-galereey-i-s-glazunova/,/realizovanye-proekty/interaktivnye-proekty-sovmestno-s-galereey-i-s-glazunova/,/realizovanye-proekty/interaktivnye-proekty-sovmestno-s-galereey-i-s-glazunova,project,interaktivnye-proekty-sovmestno-s-galereey-i-s-glazunova,Интерактивные проекты совместно с галереей И.С. Глазунова,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/krasivye-sensornye-kiosk-dlya-amway/,/realizovanye-proekty/krasivye-sensornye-kiosk-dlya-amway/,/realizovanye-proekty/krasivye-sensornye-kiosk-dlya-amway,project,krasivye-sensornye-kiosk-dlya-amway,Красивые сенсорные киоски для Amway,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/nastennye-sensornye-kioski-dlya-sretenskoy-dukhovnoy-seminarii/,/realizovanye-proekty/nastennye-sensornye-kioski-dlya-sretenskoy-dukhovnoy-seminarii/,/realizovanye-proekty/nastennye-sensornye-kioski-dlya-sretenskoy-dukhovnoy-seminarii,project,nastennye-sensornye-kioski-dlya-sretenskoy-dukhovnoy-seminarii,Настенные сенсорные киоски для Сретенской духовной семинарии,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/razrabotka-molodezhnogo-kornera-dlya-sberbanka/,/realizovanye-proekty/razrabotka-molodezhnogo-kornera-dlya-sberbanka/,/realizovanye-proekty/razrabotka-molodezhnogo-kornera-dlya-sberbanka,project,razrabotka-molodezhnogo-kornera-dlya-sberbanka,Разработка молодежного корнера для Сбербанка,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/sensornye-kioski-dlya-ao-kb-deltakredit/,/realizovanye-proekty/sensornye-kioski-dlya-ao-kb-deltakredit/,/realizovanye-proekty/sensornye-kioski-dlya-ao-kb-deltakredit,project,sensornye-kioski-dlya-ao-kb-deltakredit,Сенсорные киоски для АО «КБ ДельтаКредит»,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/sensornye-kioski-dlya-muzeya-tekhniki-vadima-zadorozhnogo-/,/realizovanye-proekty/sensornye-kioski-dlya-muzeya-tekhniki-vadima-zadorozhnogo-/,/realizovanye-proekty/sensornye-kioski-dlya-muzeya-tekhniki-vadima-zadorozhnogo-,project,sensornye-kioski-dlya-muzeya-tekhniki-vadima-zadorozhnogo-,Сенсорные киоски для Музея техники Вадима Задорожного,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/sensornye-kioski-dlya-obucheniya-studentov-medikov/,/realizovanye-proekty/sensornye-kioski-dlya-obucheniya-studentov-medikov/,/realizovanye-proekty/sensornye-kioski-dlya-obucheniya-studentov-medikov,project,sensornye-kioski-dlya-obucheniya-studentov-medikov,Сенсорные киоски для обучения студентов-медиков,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/sensornye-kioski-dlya-uchebnykh-klassov-universiteta-sinergiya/,/realizovanye-proekty/sensornye-kioski-dlya-uchebnykh-klassov-universiteta-sinergiya/,/realizovanye-proekty/sensornye-kioski-dlya-uchebnykh-klassov-universiteta-sinergiya,project,sensornye-kioski-dlya-uchebnykh-klassov-universiteta-sinergiya,Сенсорные киоски для учебных классов Университета Синергия,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/sensornye-terminaly-dlya-aeroporta-domodedovo/,/realizovanye-proekty/sensornye-terminaly-dlya-aeroporta-domodedovo/,/realizovanye-proekty/sensornye-terminaly-dlya-aeroporta-domodedovo,project,sensornye-terminaly-dlya-aeroporta-domodedovo,Сенсорные терминалы для аэропорта Домодедово,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/sensornye-terminaly-dlya-aeroporta-sheremetevo/,/realizovanye-proekty/sensornye-terminaly-dlya-aeroporta-sheremetevo/,/realizovanye-proekty/sensornye-terminaly-dlya-aeroporta-sheremetevo,project,sensornye-terminaly-dlya-aeroporta-sheremetevo,Сенсорные терминалы дистанционного обслуживания для аэропорта Шереметьево,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/sovmestnyy-proekt-s-kompaniey-studiya-nikitina/,/realizovanye-proekty/sovmestnyy-proekt-s-kompaniey-studiya-nikitina/,/realizovanye-proekty/sovmestnyy-proekt-s-kompaniey-studiya-nikitina,project,sovmestnyy-proekt-s-kompaniey-studiya-nikitina,Совместный проект с компанией Студия Никитина,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/virtualnaya-primerochnaya-dlya-galerei-i-s-glazunova/,/realizovanye-proekty/virtualnaya-primerochnaya-dlya-galerei-i-s-glazunova/,/realizovanye-proekty/virtualnaya-primerochnaya-dlya-galerei-i-s-glazunova,project,virtualnaya-primerochnaya-dlya-galerei-i-s-glazunova,Виртуальная примерочная для Музея сословий России И.С. Глазунова,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/astana-international-auto-salon-2013/,/realizovanye-proekty/astana-international-auto-salon-2013/,/realizovanye-proekty/astana-international-auto-salon-2013,project,astana-international-auto-salon-2013,Astana International Auto Salon - 2013,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/elektronnaya-priemnaya-prezidenta-rossiyskoy-federatsii/,/realizovanye-proekty/elektronnaya-priemnaya-prezidenta-rossiyskoy-federatsii/,/realizovanye-proekty/elektronnaya-priemnaya-prezidenta-rossiyskoy-federatsii,project,elektronnaya-priemnaya-prezidenta-rossiyskoy-federatsii,Электронная приемная президента Российской Федерации,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/interaktivnaya-afisha-moskovskogo-mezhdunarodnogo-doma-muzyki/,/realizovanye-proekty/interaktivnaya-afisha-moskovskogo-mezhdunarodnogo-doma-muzyki/,/realizovanye-proekty/interaktivnaya-afisha-moskovskogo-mezhdunarodnogo-doma-muzyki,project,interaktivnaya-afisha-moskovskogo-mezhdunarodnogo-doma-muzyki,Интерактивная афиша Московского Международного Дома музыки,yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
https://zorgtech.com/realizovanye-proekty/interaktivnaya-sistema-dlya-muzeya-fk-lokomotiv-moskva/,/realizovanye-proekty/interaktivnaya-sistema-dlya-muzeya-fk-lokomotiv-moskva/,/realizovanye-proekty/interaktivnaya-sistema-dlya-muzeya-fk-lokomotiv-moskva,project,interaktivnaya-sistema-dlya-muzeya-fk-lokomotiv-moskva,"Интерактивная система для музея ФК ""Локомотив"" (Москва)",yes,yes,keep,"Путь совпадает с живым Bitrix (демо подтянуто). На Bitrix оставить как есть, meta в HTML сервера"
